"Rule","Category","Project","ProjectPath","File","Line","Column","Message","PublicApiRisk","DataFormatRisk","DatabaseRisk","SerializationRisk","UiBindingRisk","ExternalProtocolRisk"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Server\AriaServer.cs","269","13","請修改 'ForceCloseServer' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Server\AriaServer.cs","291","17","請修改 'KillServer' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Aria2cNet\Server\AriaServer.cs","311","13","請修改 'KillProcess' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\BiliApiRequest.cs","24","9","請修改 'RequestJson' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\BiliApiRequest.cs","46","9","請修改 'RequestText' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Danmaku\DanmakuProtobuf.cs","51","9","請修改 'GetDanmakuProto' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Login\LoginHelper.cs","105","13","請修改 'SaveLoginInfoCookies' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Login\LoginHelper.cs","181","13","請修改 'GetLoginInfoCookies' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Login\LoginQR.cs","53","9","請修改 'GetLoginQrCode' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Users\UserSpace.cs","159","9","請修改 'GetPublication' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\VideoStream\VideoStream.cs","125","13","請修改 'GetSubtitle' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\VideoStream\VideoStream.cs","363","9","請修改 'GetPlayUrlWebPage' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\WebClient.cs","45","21","請修改 '.cctor' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\WebClient.cs","127","13","請修改 'RequestWeb' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Producer.cs","66","13","請修改 'ApplyFilter' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Studio.cs","70","9","請修改 'CreateFile' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\FFMpeg\FFMpeg.cs","261","9","請修改 'ConcatVideos' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\FFMpeg\FFMpeg.cs","275","13","請修改 'ConcatVideos' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\FFMpeg\FFMpeg.cs","358","9","請修改 'DeleteOutput' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\FFMpeg\FFMpeg.cs","386","9","請修改 'RunFfmpeg' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\FFMpeg\FfmpegHardwareEncoderDetector.cs","170","17","請修改 'RunFfmpeg' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\FFMpeg\FfmpegHardwareEncoderDetector.cs","177","9","請修改 'RunFfmpeg' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","True"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Logging\LogManager.cs","69","9","請修改 'Flush' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Logging\LogManager.cs","367","9","請修改 'WriteText' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Settings\SettingsManager.cs","77","13","請修改 'LoadFromFile' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","True","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Settings\SettingsManager.cs","93","17","請修改 'LoadFromFile' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","True","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Settings\SettingsManager.cs","100","9","請修改 'LoadFromFile' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","True","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Settings\SettingsManager.cs","115","9","請修改 'CreateDefaultSettingsFile' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","True","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Settings\SettingsManager.cs","150","13","請修改 'FlushNow' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","True","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Settings\SettingsManager.cs","174","13","請修改 'Flush' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","True","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Settings\SettingsManager.cs","221","13","請修改 'WriteSettingsFile' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","True","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Storage\StorageManager.cs","219","13","請修改 'DeleteEmptyDirectories' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Storage\StorageManager.cs","232","9","請修改 'TryDelete' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","True","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\Encryptor\Encryptor.File.cs","145","9","請修改 'DecryptFile' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\Encryptor\Encryptor.String.cs","32","9","請修改 'EncryptString' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\Encryptor\Encryptor.String.cs","60","9","請修改 'DecryptString' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\HardDisk.cs","30","9","請修改 'GetHardDiskSpace' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\HardDisk.cs","77","9","請修改 'GetHardDiskFreeSpace' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\ObjectHelper.cs","108","9","請修改 'ReadCookiesFromDisk' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\ObjectHelper.cs","141","9","請修改 'ReadCookiesFromStream' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\ObjectHelper.cs","173","9","請修改 'WriteObjectToDisk' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Core.Tests","tests\DownKyi.Core.Tests\DownKyi.Core.Tests.csproj","tests\TestInfrastructure\TestDataIsolation.cs","29","9","請修改 'TryDeleteRoot' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Desktop.Tests","tests\DownKyi.Desktop.Tests\DownKyi.Desktop.Tests.csproj","tests\TestInfrastructure\TestDataIsolation.cs","29","9","請修改 'TryDeleteRoot' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1031","Design","DownKyi.Tests","tests\DownKyi.Tests\DownKyi.Tests.csproj","tests\TestInfrastructure\TestDataIsolation.cs","29","9","請修改 'TryDeleteRoot' 來捕捉更具體的允許例外狀況型別，或重新擲回例外狀況","True","False","False","False","False","False"
"CA1032","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\Encryptor\Encryptor.File.cs","212","14","將下列建構函式新增至 CryptoHelpException: public CryptoHelpException()","True","False","False","False","False","False"
"CA1032","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Utils\Encryptor\Encryptor.File.cs","212","14","將下列建構函式新增至 CryptoHelpException: public CryptoHelpException(string message, Exception innerException)","True","False","False","False","False","False"
"CA1034","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\CustomControl\AsyncImageLoader\Loaders\AdvancedImage.axaml.cs","326","25","請勿將類型 ImageWrapper 巢狀化。或者，變更其存取範圍，使其非外部可見。","True","False","False","False","True","False"
"CA1034","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","24","25","請勿將類型 FfmpegHardwareAccelerationItem 巢狀化。或者，變更其存取範圍，使其非外部可見。","True","True","False","True","True","False"
"CA1034","Design","DownKyi.Benchmarks","benchmarks\DownKyi.Benchmarks\DownKyi.Benchmarks.csproj","benchmarks\DownKyi.Benchmarks\RequestPreparationBenchmarks.cs","48","26","請勿將類型 ApiEnvelope 巢狀化。或者，變更其存取範圍，使其非外部可見。","True","False","False","False","False","False"
"CA1034","Design","DownKyi.Benchmarks","benchmarks\DownKyi.Benchmarks\DownKyi.Benchmarks.csproj","benchmarks\DownKyi.Benchmarks\RequestPreparationBenchmarks.cs","50","26","請勿將類型 ApiData 巢狀化。或者，變更其存取範圍，使其非外部可見。","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\App.axaml.cs","54","53","請勿宣告可見的執行個體欄位","True","False","False","False","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","32","22","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","35","40","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","36","71","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","37","70","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","39","21","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","40","40","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","41","34","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","42","35","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\Services\Download\DownloadService.cs","47","47","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\DownloadManager\DownloadingItem.cs","25","33","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Friends\ViewFollowerViewModel.cs","26","17","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\BangumiFollowMedia.cs","12","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\ChannelMedia.cs","12","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\FavoritesMedia.cs","12","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\FriendInfo.cs","11","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\HistoryMedia.cs","12","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\PublicationMedia.cs","12","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\PageViewModels\ToViewMedia.cs","12","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\Settings\ViewVideoViewModel.cs","211","17","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewModelBase.cs","14","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewModelBase.cs","15","31","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewModelBase.cs","16","41","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi","DownKyi\DownKyi.csproj","DownKyi\ViewModels\ViewModelBase.cs","17","22","請勿宣告可見的執行個體欄位","True","True","False","True","True","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Users\Models\SpaceSeasonsSeriesPage.cs","8","43","請勿宣告可見的執行個體欄位","True","True","False","True","False","True"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Users\Models\SpaceSeasonsSeriesPage.cs","9","44","請勿宣告可見的執行個體欄位","True","True","False","True","False","True"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\BiliApi\Users\Models\SpaceSeasonsSeriesPage.cs","10","40","請勿宣告可見的執行個體欄位","True","True","False","True","False","True"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","5","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","6","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","7","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","8","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","9","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","30","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","31","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","32","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","33","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","34","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Config.cs","36","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Creater.cs","8","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Creater.cs","9","26","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Creater.cs","10","27","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Creater.cs","11","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","10","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","11","20","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","12","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","14","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","15","17","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","16","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","17","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","18","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","20","28","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","21","28","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","23","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","24","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","245","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Display.cs","246","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Producer.cs","5","37","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Producer.cs","6","39","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Producer.cs","7","26","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Producer.cs","8","26","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Producer.cs","9","36","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Studio.cs","8","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Studio.cs","9","26","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Studio.cs","11","20","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Studio.cs","12","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Studio.cs","13","16","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","8","20","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","9","20","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","10","18","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","12","18","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","13","18","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","14","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","15","36","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","16","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","17","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
"CA1051","Design","DownKyi.Core","DownKyi.Core\DownKyi.Core.csproj","DownKyi.Core\Danmaku2Ass\Subtitle.cs","18","19","請勿宣告可見的執行個體欄位","True","False","False","False","False","False"
